Episode,Name,Sentence
Episode 5,cersei lannister,He's Hand of the Queen. Why are you here?
Episode 5,jaime lannister,I met with Tyrion.
Episode 5,cersei lannister,pauses for a moment making JAIME uncomfortable.
Episode 5,cersei lannister,What did our brother have to say?
Episode 5,jaime lannister,Daenerys wants to meet.
Episode 5,cersei lannister,To discuss a surrender?
Episode 5,jaime lannister,To discuss an armistice.
Episode 5,cersei lannister,She just won a great victory. Why would she want a truce now?
Episode 5,jaime lannister,Because an army of dead men is marching on the Seven Kingdoms. Tyrion claims he'll have proof.
Episode 5,cersei lannister,smirks and looks away from JAIME.
Episode 5,cersei lannister,Are you going to punish him?
Episode 5,jaime lannister,Tyrion?
Episode 5,cersei lannister,Bronn.
Episode 5,jaime lannister,looks confused.
Episode 5,cersei lannister,He betrayed you. He set up a meeting without your knowledge or consent. Do you think anything of importance happens in this city without me knowing?
Episode 5,jaime lannister,You let it happen. Why?
Episode 5,cersei lannister,"I've come to believe that accomodation with the Dragon Queen could be in our immediate interest. She has the numbers. If we want to beat her we have to be clever. We have to fight her like father would have. Dead men, dragons and Dragon Queens, whatever stands in our way we will defeat it ourselves for our house. For this."
Episode 5,cersei lannister,lifts her hands from the chair and places them both on her stomach indicating she's pregnant. JAIME looks shocked.
Episode 5,jaime lannister,Who will you say is the father?
Episode 5,cersei lannister,You.
Episode 5,jaime lannister,People won't like that.
Episode 5,cersei lannister,stands from her chair and walks in front of JAIME.
Episode 5,cersei lannister,Do you remember what father used to say about people?
Episode 5,jaime lannister,The lion doesn't concern himself with the opinions of the sheep.
Episode 5,jaime lannister,reaches forward and takes CERSEI and kisses her. While they embrace CERSEI speaks to JAIME.
Episode 5,cersei lannister,Never betray me again.
Episode 5,davos,We're leaving today. The king's got a lot on his mind.
Episode 5,davos,He doesn't need to be thinking about harboring the bastard of a dead king.
Episode 5,davos,"You're just Clovis, a smith who's come to pay his respects before he heads off to work at the Winterfell forges."
Episode 5,davos,and GENDRY enter the mouth of the cave. JON is walking along the corridor.
Episode 5,davos,"Begging your pardon, Your Grace."
Episode 5,jon snow,stops and turns around to face DAVOS.
Episode 5,jon snow,You survived King's Landing.
Episode 5,davos,Yet again.
Episode 5,jon snow,"Your Grace, this is --"
Episode 5,jon snow,looks to DAVOS.
Episode 5,davos,He was meant to keep that to himself.
Episode 5,jon snow,I saw your father once at Winterfell.
Episode 5,jon snow,You're a lot leaner.
Episode 5,jon snow,stops smiling and pauses a moment. Then he chuckles.
Episode 5,jon snow,I grew up on stories about them.
Episode 5,davos,Don't be a fool. You're not a soldier.
Episode 5,jon snow,Do you know how to use one?
Episode 5,jon snow,"Well, that's a problem."
Episode 5,davos,He can handle himself.
Episode 5,jon snow,nods.
Episode 5,jon snow,We could use the help.
Episode 5,davos,"As my father used to say, it's better to be a coward for a minute than dead for the rest of your life."
Episode 5,davos,Yeah. Nobody mind me. All I've ever done is live to a ripe old age.
Episode 5,tyrion lannister,"You may not believe it, but I've missed you Mormont. Nobody glowers quite like you. Not even Grey Worm."
Episode 5,tyrion lannister,retrieves a gold coin from his pocket and turns it in his hands.
Episode 5,tyrion lannister,This is the coin the slaver gave me when I suggested he free us and pay us. Remember?
Episode 5,jorah mormont,It was supposed to last us the rest of our lives.
Episode 5,tyrion lannister,smiles and hands the coin to JORAH.
Episode 5,tyrion lannister,Take it with you. You'll bring it back. Our queen needs you.
Episode 5,jorah mormont,nods to TYRION. DAENERYS appears and walks up to JORAH.
Episode 5,daenerys targaryen,We should be better at saying farewell by now.
Episode 5,jorah mormont,"Your Grace, I --"
Episode 5,daenerys targaryen,"reaches forward and takes JORAH by his hands. JON SNOW, DAVOS and GENDRY exit the cave and walk towards the boats. JORAH bends and kisses DAENERY's hand. He turns and continues readying the boat. JON stands in front of DAENERYS."
Episode 5,jon snow,If I don't return at least you won't have to deal with the King in the North anymore.
Episode 5,daenerys targaryen,smiles.
Episode 5,daenerys targaryen,But I've grown used to him.
Episode 5,jon snow,"I wish you good fortune in the wars to come, Your Grace."
Episode 5,daenerys targaryen,nods to JON. JON turns and walks to the head of the boat. The men take hold of it.
Episode 5,jon snow,Heave!
Episode 5,sam,is seated at a table surround by papers and candles. He is writing notes into a book. Gilly is seated across from him reading aloud from a tome. SAM JR. is playing on the bed.
Episode 5,sam,No.
Episode 5,sam,looks up from his work annoyed. He remains silent and continues working.
Episode 5,sam,"is walking through a dark library. He heads to the restricted section and unlocks the barred gate. He begins removing books and scrolls from shelfs and stuff them in his satchel. After retrieving what he needs, SAM quickly walks to the exit of the library. He pauses before he leaves and turns around. He glances back at the library. It is many stories tall lined with countless shelves of books. SAMWELL looks at the library one last time, turns and walks out of the door."
Episode 5,arya stark,is in the kennels observing PETER BAELISH and a Winterfell servant having a conversation. The servent is whispering in BAELISH's ear. ARYA can't hear the conversation. ARYA sees BAELISH hand the servant a raven scroll. The servant turns to leave. BAELISH senses someone is watching him and he looks to where ARYA stood but she has already vanished. BAELISH turns and leaves the kennels.
Episode 5,arya stark,is on the upper level looking down at BAELISH. He is having a conversation with ROBETT GLOVER and YOHN ROYCE. She can't hear what's being said. BAELISH finishes his conversation and walks away from the men. ARYA disappears behind the corner and continues following BAELISH.
Episode 5,arya stark,"is walking down the hallway. She pauses, peers around a corner and looks towards the door of BAELISH's quarters. BAELISH appears and unlocks his door. Before he walks in MAESTER WOLKAN approaches him. She continues watching the men."
Episode 5,petyr baelish,reads the note then looks at WOLKAN.
Episode 5,petyr baelish,Are you sure this is the only copy at Winterfell?
Episode 5,petyr baelish,Lady Stark thanks you for your service.
Episode 5,jon snow,and the raiding party land on the Beach of Eastwatch. JON looks up at the castle. The men collect their equipment and make for the castle.
Episode 5,davos,I've been failing at that job of late.
Episode 5,jon snow,Two.
Episode 5,jon snow,Both.
Episode 5,jon snow,looks around the table.
Episode 5,jon snow,Not enough.
Episode 5,jon snow,smiles and shakes his head. TORMUND is disappointed.
Episode 5,jorah mormont,We were hoping some of your men could help.
Episode 5,davos,I'll be staying behind. I'm a liability out there as you well know.
Episode 5,jon snow,You're The Hound. I saw you once at Winterfell.
Episode 5,jorah mormont,Thoros?
Episode 5,jorah mormont,I hardly recognized you.
Episode 5,jorah mormont,He was my father.
Episode 5,jorah mormont,"You returned the favor, as I recall."
Episode 5,davos,Our reasons aren't your reasons.
Episode 5,jorah mormont,Don't you want to know what we're doing?
Episode 5,jon snow,He's right. We're all on the same side.
Episode 5,jon snow,We're all breathing.
Episode 6,jon snow,Are you all right?
Episode 6,jon snow,Ever been north before?
Episode 6,jon snow,You've never been down south.
Episode 6,jon snow,That's the north.
Episode 6,jon snow,There's not another woman within 100 miles of here.
Episode 6,jon snow,glances at GENDRY. GENDRY backs away from JON and TORMUND.
Episode 6,jon snow,Davos says he is a strong fighter.
Episode 6,jon snow,She'll only fight beside us if I bend the knee.
Episode 6,jon snow,The first time I went north of the wall was with your father.
Episode 6,jorah mormont,He was a good man. He deserved a better son. Were you with him at the end?
Episode 6,jon snow,I was a prisoner of the Wildlings. But we avenged him. I want you to know that every mutineer found justice.
Episode 6,jorah mormont,"I can't think of a worse way for him to go. The Night's Watch was his life. He would have died to protect every one of those men, and they butchered him."
Episode 6,jon snow,I hate that he died that way. My father was the most honorable man I ever met. He was good all the way through. And he died on the executioner's block.
Episode 6,jorah mormont,Your father wanted to execute me.
Episode 6,jon snow,I heard.
Episode 6,jorah mormont,He was in the right of course. It didn't make me hate him any less.
Episode 6,jorah mormont,and JON glance at each other.
Episode 6,jon snow,I'm glad he didn't capture you.
Episode 6,jorah mormont,Me too.
Episode 6,jon snow,stops walking and loosens the belt holding his sword.
Episode 6,jon snow,"Your father gave me this sword. He changed the pommel from a bear to a wolf, but it's still Long Claw."
Episode 6,jon snow,hands the sword to JORAH. JORAH slowly takes the sword and looks it over in his hands.
Episode 6,jon snow,Lord Commander Mormont thought you'd never come back to Westeros.
Episode 6,jorah mormont,stops examining the sword and looks up to JON.
Episode 6,jon snow,But you are back and it's been in your family for centuries. It's not right for me to have it.
Episode 6,jorah mormont,"pauses, then nods at JON."
Episode 6,jorah mormont,He gave it to you.
Episode 6,jon snow,I'm not his son.
Episode 6,jorah mormont,"pulls the sword halfway out of the sheath and inspects the blade, turning it in his hands."
Episode 6,jorah mormont,I brought shame to my house. I broke my father's heart.
Episode 6,jorah mormont,resheaths the blade and hands it back to JON.
Episode 6,jorah mormont,I forfeited the right to claim this sword. It's yours. May it serve you well and your children after you.
Episode 6,arya stark,Father used to watch us from up here. He wouldn't say much. You probably don't remember. You were inside knitting all the time.
Episode 6,sansa stark,I remember.
Episode 6,arya stark,"One time the boys were shooting arrows with Ser Rodrick. I came out here after and Bran had left his bow behind just lying on the ground. Ser Rodrick would have cuffed him if he saw. There was one arrow in the target. There was no one around, just like now. No one to stop me. So I started shooting. And every shot I had to go out there and get my one arrow and walk back and shoot it again. I wasn't very good. Finally I hit the bullseye. It could have been the 20th shot or the 50th. I don't remember. But I hit the bullseye and I heard this."
Episode 6,arya stark,starts a slow clap.
Episode 6,arya stark,I looked up and he's standing right here smiling down at me. I knew what I was doing was against the rules. But he was smiling so I knew it wasn't wrong. The rules were wrong. I was doing what I was meant to be doing and he knew it. Now he's dead. Killed by the Lannisters with your help.
Episode 6,sansa stark,turns to look at ARYA.
Episode 6,sansa stark,What?
Episode 6,arya stark,retrieves a raven scroll from her pocket and unrolls it.
Episode 6,arya stark,"That's your pretty handwriting. Septa Mordane used to crack my knuckles because I couldn't write as well as you. ""Robb, I write to you today with heavy heart. Our good King Robert is dead. Killed from wounds he took in a boar hunt --"
Episode 6,sansa stark,You don't have to read it. I remember.
Episode 6,arya stark,"Father has been charged with treason. He conspired with Robert's brothers against my beloved Joffrey and tried to steal his throne. The Lannisters are treating me well and providing me with every comfort. I beg you, come to King's Landing, swear fealty to King Joffrey and prevent any strife between the great houses of Lannister and Stark. Your faithful sister, Sansa."
Episode 6,sansa stark,They forced me to do it.
Episode 6,arya stark,Did they. With a knife at your throat? Did they put you on a rack and stretch you until your bones started to pop?
Episode 6,sansa stark,You don't know what it was like. I was a child.
Episode 6,arya stark,So was I. I would have let them kill me before I betrayed my family.
Episode 6,sansa stark,They told me it was the only way to save father.
Episode 6,arya stark,And you were stupid enough to believe them. I remember you standing on that platform with Joffrey and Cersei when they dragged father too the block. I remember the pretty dress you were wearing. I remember the fancy way you did your hair.
Episode 6,sansa stark,You were there?
Episode 6,arya stark,I was there standing in the crowd near Baelor's statue.
Episode 6,sansa stark,And what did you do? Did you come running to the rescue? Did you fight off the Lannisters and save father?
Episode 6,arya stark,I wanted to.
Episode 6,sansa stark,But you didn't. Just like me.
Episode 6,arya stark,I didn't betray him. I didn't betray Robb. I didn't betray our entire family for my beloved Joffrey.
Episode 6,sansa stark,"You should be on your knees thanking me. We're standing in Winterfell again because of me. You didn't win it back. Jon didn't win it back. He lost the Battle of the Bastards. The Knight's of the Vale won the battle and they rode north for me while you were off where, traveling the world?"
Episode 6,arya stark,I was training.
Episode 6,sansa stark,"Training. Well, while you were training I suffered things you can never imagine."
Episode 6,arya stark,"Oh, I don't know about that. I can imagine quite a lot."
Episode 6,sansa stark,You never would have survived what I survived.
Episode 6,arya stark,I guess we'll never know.
Episode 6,sansa stark,What are you doing to do with that letter.
Episode 6,arya stark,I don't know yet.
Episode 6,sansa stark,Who did you show it to? Where did you find it?
Episode 6,arya stark,"You're scared, aren't you? What are you scared of? You didn't commit any crimes. No one's going to hang you."
Episode 6,sansa stark,Arya --
Episode 6,arya stark,Are you scared I'll show it to Jon and he'll be angry? No. That's not Jon. He'll understand. You were just a scared little girl all alone with the wicked Lannisters.
Episode 6,sansa stark,"Do you know how happy Cersei would be if she saw us fighting? This is exactly what she wants. This is what she's always wanted, to tear us apart --"
Episode 6,arya stark,"The northern lords will read it. They wouldn't think much of Lady Sansa if they knew how she did Cersei's bidding. What would little Lyanna Mormont say? She's younger than you were when you wrote this. Are you going to say, ""But I was just a child""?"
Episode 6,sansa stark,You're angry. Sometimes anger makes people do unfortunate things.
Episode 6,arya stark,Sometimes fear makes them do unfortunate things. I'll go with anger.
Episode 6,arya stark,turns and walks away.
Episode 6,jon snow,Who's that?
Episode 6,jon snow,You knew him?
Episode 6,jon snow,I serve the north.
Episode 6,jon snow,The lord of light never spoke to me. I don't know anything about him. I don't know what he wants from me.
Episode 6,jon snow,Why?
Episode 6,jon snow,"That's all anyone can tell me, I don't know. So what's the point in serving a god that none of us knows what he wants."
Episode 6,jon snow,So what are you fighting for?
Episode 6,jon snow,But we all die.
Episode 6,jon snow,I am the shield that guards the realms of men.
Episode 6,jon snow,Aye. Maybe that's enough.
Episode 6,tyrion lannister,is sitting in a chair staring into the fire. DAENERYS stands across the room next to the painted table.
Episode 6,daenerys targaryen,Do you know what I like about you?
Episode 6,tyrion lannister,turns to look at DAENERYS.
Episode 6,tyrion lannister,I honestly don't.
Episode 6,daenerys targaryen,You're not a hero.
Episode 6,tyrion lannister,Oh. I've been heroic on occasion.
Episode 6,daenerys targaryen,walks over to the fire and sits in the chair opposite from TYRION.
Episode 6,tyrion lannister,I once charged through the mud gate of King's Landing.
Episode 6,daenerys targaryen,"I don't want you to be a hero. Heroes do stupid things and they die. Drogo, Jorah, Dario, even this Jon Snow, they all try to outdo each other of who can do the stupidist, bravest thing."
Episode 6,tyrion lannister,"It's interesting these heroes you name. Drogo, Jorah, Dario, even this Jon Snow, they all fell in love with you."
Episode 6,daenerys targaryen,Jon Snow's not in love with me.
Episode 6,tyrion lannister,"Oh, my mistake. I suppose he stares at you longingly because he's hopeful for a successful military alliance."
Episode 7,bronn,Oil?
Episode 7,bronn,How many barrels?
Episode 7,bronn,Get 500 more.
Episode 7,bronn,"I still enjoy it when they call me ""my lord."""
Episode 7,jaime lannister,The thrill will fade.
Episode 7,bronn,If we live that long. Men without cocks. You wouldn't find me fighting in an army if I had no cock. What's left to fight for?
Episode 7,jaime lannister,Gold?
Episode 7,bronn,I spent my life around soldiers. What do you think they spend that gold on?
Episode 7,jaime lannister,Family.
Episode 7,bronn,"Not without a cock, you don't."
Episode 7,jaime lannister,Maybe it really is all cocks in the end.
Episode 7,bronn,"Yet, your brother--"
Episode 7,jaime lannister,"Yes, he's always been a champion of the downtrodden."
Episode 7,bronn,I think we're about to be the downtrodden.
Episode 7,jon snow,How many people live here?
Episode 7,tyrion lannister,"A million, give or take."
Episode 7,jon snow,That's more people than the entire North crammed into that. Why would anyone want to live that way?
Episode 7,tyrion lannister,There's more work in the city. And the brothels are far superior.
Episode 7,cersei lannister,Why isn't she with them?
Episode 7,cersei lannister,And the rest of them?
Episode 7,cersei lannister,Including our brother.
Episode 7,cersei lannister,"If anything goes wrong, kill the silver-haired bitch first, then our brother, then the bastard who calls himself king."
Episode 7,jorah mormont,"Dragons don't understand the difference between what is theirs and what isn't. Land, livestock, children... Letting them roam free around a city was a problem."
Episode 7,tyrion lannister,"I imagine it was a sad joke at the end. An entire arena for a few sickly creatures smaller than dogs. But in the beginning, when it was home to Balerion the Dread, it must have been the most dangerous place in the world."
Episode 7,davos,Maybe it still is.
Episode 7,bronn,"Welcome, my lords. Your friends arrived before you did."
Episode 7,bronn,I've been sent to escort you all to the meeting.
Episode 7,tyrion lannister,A pleasant surprise in an unpleasant situation.
Episode 7,tyrion lannister,"Supporting the enemy, no less."
Episode 7,tyrion lannister,Cersei will anyway.
Episode 7,bronn,Come on! You can suck his magic cock later.
Episode 7,brienne,I thought you were dead.
Episode 7,brienne,I was only trying to protect her.
Episode 7,brienne,She's alive. Arya.
Episode 7,brienne,Winterfell.
Episode 7,brienne,The only one that needs protecting is the one that gets in her way.
Episode 7,tyrion lannister,Here we are the heroes of Blackwater Bay. Strange place for a reunion.
Episode 7,tyrion lannister,"I don't think I'm anyone's lord anymore, Podrick. Save the titles for Ser Bronn of the Blackwater."
Episode 7,bronn,I'm sure your new queen--
Episode 7,tyrion lannister,You've been thinking about our new queen.
Episode 7,varys,"And that would be double what now, exactly?"
Episode 7,bronn,Don't you worry about me. I'm doing all right. Looking after myself.
Episode 7,tyrion lannister,"Are you? Helping me to arrange this meeting wasn't exactly looking after yourself, was it? You put yourself at risk."
Episode 7,bronn,"I put yourself at risk. Important difference. It's your head Queen Cersei's offered a bag of gold for, it's not mine. Now, thanks to me, she's got two traitors' heads coming right through her door. She can lop them both off as soon as she gets tired of the clever words that pour out their pieholes. All thanks to Ser Bronn of the fucking Blackwater. If that's not looking after myself, I don't know what is."
Episode 7,tyrion lannister,It's good to see you again.
Episode 7,bronn,"Yeah, you, too."
Episode 7,bronn,"Come on, Pod. Let's you and me go have a drink while the fancy folks talk, eh?"
Episode 7,tyrion lannister,You might.
Episode 7,tyrion lannister,And some Clegane cunt to help them see it through.
Episode 7,cersei lannister,Where is she?
Episode 7,tyrion lannister,She'll be here soon.
Episode 7,cersei lannister,Didn't travel with you?
Episode 7,tyrion lannister,No.
Episode 7,cersei lannister,We've been here for some time.
Episode 7,daenerys targaryen,My apologies.
Episode 7,tyrion lannister,We are all facing a unique
Episode 7,tyrion lannister,I think we ought to begin with larger concerns.
Episode 7,tyrion lannister,Do you remember when we discussed dwarf jokes? His wasn't even good. He explained it at the end. Never explain. It always ruins it.
Episode 7,jaime lannister,Perhaps you ought to sit down.
Episode 7,cersei lannister,Sit down or leave.
Episode 7,tyrion lannister,"We are a group of people who do not like one another, as this recent demonstration has shown. We have suffered at each other's hands. We have lost people we love at each other's hands. If all we wanted was more of the same, there would be no need for this gathering. We are entirely capable of waging war against each other without meeting face-to-face."
Episode 7,cersei lannister,"So instead, we should settle our differences and live together in harmony for the rest of our days?"
Episode 7,tyrion lannister,We all know that will never happen.
Episode 7,cersei lannister,Then why are we here?
Episode 7,jon snow,This isn't about living in harmony. It's just about living. The same thing is coming for all of us. A general you can't negotiate with. An army that doesn't leave corpses behind on the battlefield. Lord Tyrion tells me a million people live in this city. They're about to become a million more soldiers in the Army of the Dead.
Episode 7,cersei lannister,I imagine for most of them it would be an improvement.
Episode 7,jon snow,This is serious. I wouldn't be here if it weren't.
Episode 7,cersei lannister,"I don't think it's serious at all. I think it's another bad joke. If my brother Jaime has informed me correctly, you're asking me for a truce."
Episode 7,daenerys targaryen,Yes. That's all.
Episode 7,cersei lannister,That's all? Pull back my armies and stand down while you go on your monster hunt. Or while you solidify and expand your position. Hard for me to know which it is with my armies pulled back until you return and march on my capital with four times the men.
Episode 7,daenerys targaryen,Your capital will be safe until the northern threat is dealt with. You have my word.
Episode 7,cersei lannister,The word of a would-be usurper.
Episode 7,tyrion lannister,There is no conversation that will erase the last 50 years. We have something to show you.
Episode 7,jon snow,We can destroy them by burning them.
Episode 7,jon snow,"And we can destroy them with dragonglass. If we don't win this fight, then that is the fate of every person in the world."
Episode 7,jon snow,There is only one war that matters the Great War. And it is here.
Episode 7,daenerys targaryen,I didn't believe it until I saw them. I saw them all.
Episode 7,jaime lannister,How many?
Episode 7,daenerys targaryen,"A hundred thousand, at least."
Episode 7,jon snow,No.
Episode 7,cersei lannister,What are you talking about?
Episode 7,cersei lannister,"He's right to be afraid. And a coward to run. If those things come for us, there will be no kingdoms to rule. Everything we suffered will have been for nothing. Everything we lost will have been for nothing. The crown accepts your truce. Until the dead are defeated, they are the true enemy."
Episode 7,cersei lannister,"In return, the King"
Episode 7,daenerys targaryen,Just the King
Episode 7,cersei lannister,"I would never ask it of you. You would never agree to it. And if you did, I would trust you even less than I do now. I ask it only of Ned Stark's son. I know Ned Stark's son."
Episode 7,jon snow,I am true to my word. Or I try to be. That is why I cannot give you what you ask. I cannot serve two queens. And I have already pledged myself to Queen Daenerys of House Targaryen.
Episode 7,cersei lannister,Then there is nothing left to discuss. The dead will come north first. Enjoy dealing with them. We will deal with whatever is left of you.
Episode 7,brienne,Ser Jaime.
Episode 7,jaime lannister,It's been good to see you. I imagine the next time will be across a battlefield.
Episode 7,brienne,We both saw what just happened. We both saw that thing.
Episode 7,jaime lannister,"Yes, and I'm not looking forward to seeing more of them. But I'm loyal to the queen and you're loyal to Sansa and her dolt brother."
Episode 7,brienne,"Oh, fuck loyalty!"
Episode 7,jaime lannister,Fuck loyalty?
Episode 7,brienne,This goes beyond houses and honor and oaths. Talk to the queen.
Episode 7,jaime lannister,And tell her what?
Episode 7,davos,I wish you hadn't done that.
Episode 7,daenerys targaryen,"I'm grateful for your loyalty, but my dragon died so that we could be here. If it's all for nothing, then he died for nothing."
Episode 7,jon snow,I know!
Episode 7,tyrion lannister,I'm pleased you bent the knee to our queen
Episode 7,jon snow,I'm not going to swear an oath I can't uphold. Talk about my father.
Episode 7,tyrion lannister,That is indeed a problem. The more immediate problem is that we're fucked.
Episode 7,davos,Any ideas as to how we might change that state of affairs?
Episode 7,tyrion lannister,"Only one. Everyone stays here, and I go and talk to my sister."
Episode 7,daenerys targaryen,I didn't come all this way to have my Hand
Episode 7,tyrion lannister,I don't want Cersei to murder me either. I could have stayed in my cell and saved a great deal of trouble.
Episode 7,jon snow,I did this. I should go.
Episode 7,tyrion lannister,She'll definitely murder you. I go see my sister.
Episode 7,tyrion lannister,You spoke with her?
Episode 7,jaime lannister,"At her until she kicked me out. She thinks I was an idiot to trust you. A lot of people seem to think that, actually."
Episode 7,tyrion lannister,"I'm about to step into a room with the most murderous woman in the world who's already tried to kill me twice, that I know of. Who's an idiot?"
Episode 7,jaime lannister,"I suppose we should say goodbye, one idiot to another."
Episode 7,cersei lannister,"I shouldn't be surprised, I suppose. She's your kind of woman a foreign whore who doesn't know her place."
Episode 7,tyrion lannister,"A foreign whore you can't abduct, beat, or intimidate. That must be difficult for you."
Episode 7,cersei lannister,"So you bring her here with her pet Northerner, whom you've convinced to bow down before her."
Episode 7,tyrion lannister,I didn't know about that.
Episode 7,cersei lannister,"And now you've got them both working towards the same goal, the goal you've worked towards your entire life."
Episode 7,tyrion lannister,"Cersei, I didn't know."
Episode 7,cersei lannister,the destruction of this family.
Episode 7,tyrion lannister,I am the one preventing that from happening. Daenerys didn't want to debate and negotiate. She didn't want to bring you words. She wanted to bring you fire and blood until I advised her otherwise. I don't want to destroy our family. I never have.
Episode 7,cersei lannister,You killed our father
Episode 7,tyrion lannister,"After he sentenced me to death for a crime I didn't commit, yes, I killed him. Hate me for it if you want. I hate myself for it in spite of what he was, in spite of what he did to me."
Episode 7,cersei lannister,"Oh, poor little man. Your papa was mean to you. Do you have any idea what you did when you fired that crossbow? You left us open. You laid us bare for the vultures, and the vultures came and tore us apart. You may not have killed Joffrey, but you killed Myrcella, you killed Tommen. No one wouldo ve touched them if Father--"
Episode 7,tyrion lannister,I have never been more sorry about anything.
Episode 7,cersei lannister,"I will not hear it, not from you."
Episode 7,cersei lannister,I will not hear it!
Episode 7,tyrion lannister,"All right. You love your family, and I have destroyed it. I will always be a threat. So put an end to me."
Episode 7,tyrion lannister,"If it weren't for me, you'd have a motherIf it weren't for me, you'd have a father."
Episode 7,tyrion lannister,I am more sorry about the children than you could ever know.
Episode 7,cersei lannister,I will not
Episode 7,tyrion lannister,I don't care. I loved them. You know I did. You know it in your heart if there's anything left of it.
Episode 7,cersei lannister,It doesn't matter. Your love doesn't matter. Your feelings don't matter. I don't care why you did what you did. I only care what it cost us. It cost us our future.
Episode 7,tyrion lannister,"If there's no future, then why are we here? Why did you allow me to come?"
Episode 7,cersei lannister,Not to help my enemies collaborate in my destruction.
Episode 7,tyrion lannister,"Yes, no, not what you hoped for, but you must have hoped for something."
Episode 7,cersei lannister,What did you hope for? To make Jon Snow submit to your queen.
Episode 7,tyrion lannister,"Mm, not like this."
Episode 7,cersei lannister,"But eventually, you want everyone to bend the knee to her."
Episode 7,tyrion lannister,Yes.
Episode 7,cersei lannister,Why?
Episode 7,tyrion lannister,Because I think she will make the world a better place.
Episode 7,cersei lannister,You said she'd destroy King's Landing.
Episode 7,tyrion lannister,She knows herself. She chose an advisor who would check her worst impulses instead of feeding them.
Episode 7,cersei lannister,That's the difference between you. I don't care about checking my worst impulses. I don't care about making the world a better place. Hang the world.
Episode 7,cersei lannister,"That thing you dragged here, I know what it is, I know what it means. And when it came at me, I didn't think about the world. Not at all. As soon as it opened its mouth, the world disappeared for me, right down its black throat. All I could think about was keeping those gnashing teeth away from the ones who matter most, away from my family. Maybe Euron Greyjoy had the right idea. Get on a boat, take those who matter."
Episode 7,tyrion lannister,You're pregnant.
Episode 7,jon snow,No one is less happy about this than I am.
Episode 7,daenerys targaryen,"I know. I respect what you did. Wish you hadn't done it, but I respect it."
Episode 7,daenerys targaryen,"This place was the beginning of the end for my family. A dragon is not a slave. They were terrifying. Extraordinary. They filled people with wonder and awe, and we locked them in here. They wasted away. They grew small. And we grew small as well. We weren't extraordinary without them. We were just like everyone else."
Episode 7,jon snow,You're not like everyone else. And your family hasn't seen its end. You're still here.
Episode 7,daenerys targaryen,I can't have children.
Episode 7,jon snow,Who told you that?
Episode 7,daenerys targaryen,The witch who murdered my husband.
Episode 7,jon snow,Has it occurred to you she might not have been a reliable source of information?
Episode 7,daenerys targaryen,"You were right from the beginning. If I had trusted you, everything would be different."
Episode 7,jon snow,"So, what now?"
Episode 7,daenerys targaryen,I can't forget what I saw north of the Wall. And I can't pretend that Cersei won't take back half the country the moment I march north.
Episode 7,jon snow,It appears Tyrion's assessment was correct. We're fucked.
Episode 7,cersei lannister,"My armies will not stand down. I will not pull them back to the capital. I will march them north to fight alongside you in the Great War. The darkness is coming for us all. We'll face it together. And when the Great War is over, perhaps you'll remember I chose to help with no promises or assurances from any of you. I expect not. Call our banners. All of them."
Episode 7,petyr baelish,It's not easy for ravens to fly in these storms. Perhaps Jon tried to send word earlier.
Episode 7,sansa stark,"No, this is the way he is, the way he's always been. He never asked for my opinion. Why would he start now?"
Episode 7,petyr baelish,I can't believe he'd surrender the Northern crown without consulting you.
Episode 7,sansa stark,"This is his writing, his signature. He pledged to fight for Daenerys Targaryen. He's bent the knee."
Episode 7,petyr baelish,I've heard gossip that the Dragon Queen is quite beautiful.
Episode 7,sansa stark,What does that have to do with anything?
Episode 7,petyr baelish,Jon is young and unmarried. Daenerys is young and unmarried.
Episode 7,sansa stark,You think he wants to marry her?
Episode 7,petyr baelish,"An alliance makes sense. Together, they'd be difficult to defeat. He was named King."
Episode 7,sansa stark,"Even if I wanted to, Arya would never go along. She always loved Jon far more than she ever loved me, and she'd kill anyone who betrayed her family."
Episode 7,petyr baelish,"You are family, too. Would Arya really murder her own sister?"
Episode 7,sansa stark,Do you know what she is now? Do you know what the Faceless Men are?
Episode 7,petyr baelish,"Only by reputation. They worship the God of Death, I believe. I never trust godly men."
Episode 7,sansa stark,They're killers. And Arya was one of them. What do you think she's after?
Episode 7,petyr baelish,She's your sister
Episode 7,sansa stark,She could want me dead because she thinks I wronged my family.
Episode 7,petyr baelish,Why did she come to Winterfell?
Episode 7,sansa stark,To kill me for marrying our enemies and betraying my family.
Episode 7,petyr baelish,Why did she unearth the letter Cersei made you write?
Episode 7,sansa stark,To provide proof of my betrayals. To provide justification after she murders me.
Episode 7,petyr baelish,"And after she murders you, what does she become?"
Episode 7,sansa stark,Lady
Episode 7,jon snow,"If we have the Dothraki ride hard on the kingsroad, they'll arrive at Winterfell within the fortnight."
Episode 7,daenerys targaryen,"And the Unsullied? We can sail with them to White Harbor, meet the Dothraki here on the kingsroad, then ride together to Winterfell."
Episode 7,jorah mormont,"Perhaps you should fly to Winterfell, Your Grace. You have many enemies in the North. Thousands fell fighting your fatherAll it takes is one angry man with a crossbow. He'll see your silver hair on the kingsroad and know that one well-placed bolt will make him a hero. The man who killed the conqueror."
Episode 7,jon snow,"It's your decision, Your Grace. But if we're going to be allies in this war, it's important for the Northerners to see us as allies. If we sail to White Harbor together, I think it sends a better message."
Episode 7,daenerys targaryen,I've not come to conquer the North. I'm coming to save the North. We sail together.
