Sentence,Label
I want you to be my ranking general in the wars to come. I want you to swear allegiance to Cersei and I want you to help her destroy her enemies. All of her enemies.,jaime lannister
"You swore an oath to the Crown as well, Lord Tarley.",jaime lannister
"She was a great woman, once. Now she's broken. She wants revenge so badly she brought the Dothraki to our shores. The Dothraki in Westeros for the first time in history. I know you don't like my sister, but you have to make a choice. Do you fight with us or with the foreign savages and eunuchs?",jaime lannister
When the war is won the queen will need a new warden of the south. I can think of no better man than Randyll Tarley.,jaime lannister
How long?,jorah mormont
But how long 'till...,jorah mormont
Jorah. Jorah Mormont.,jorah mormont
There's no need. I've been dead to them for years.,jorah mormont
"No, I can't say I have. I haven't seen these since Robert had them removed from the Throne Room.",cersei lannister
They were his trophies. He couldn't keep them around. They would have made him look small. Sometimes he would come down here and look at them. I believe he brought his whores on occasion.,cersei lannister
"If we turn the dragons loose, tens of thousands will die in the firestorms.",tyrion lannister
I know how you wage war. We don't poison little girls here. Myrcella was innocent.,tyrion lannister
That's enough. Tyrion is the Hand of the Queen. You will treat him with respect.,daenerys targaryen
I am not here to be queen of the ashes.,daenerys targaryen
"That's very nice to hear. Of course, I can't remember a queen who was better loved than my grand daughter. The common people loved her, the nobles loved her. And what is left of her now? Ashes. Commoners, nobles, they're all just children really. They won't obey you unless they fear you.",olenna tyrell
"I'm grateful to you, Lady Olenna, for your council. I'm grateful to all of you. But you have chosen to follow me. I will not attack King's Landing. We will not attack King's Landing.",daenerys targaryen
Then how do you mean to take the Iron Throne? By asking nicely?,olenna tyrell
We will lay siege to the capital surrounding the city on all sides. Cersei will have the Iron Throne but no food for her army or the people.,daenerys targaryen
But we won't use Dothraki and Unsullied.,tyrion lannister
"Cersei will try to rally the lords of Westeros by appealing to their loyalty, their love for their country. If we besiege the city with foreigners, we prove her point. Our army should be Westerosi.",tyrion lannister
You are.,tyrion lannister
Lady Greyjoy will escort you home to Sunspear and her Iron Fleet will ferry the Dornish army back up to King's Landing.,tyrion lannister
The Dornish will lay siege to the capital alongside the Tyrell army. Two great kingdoms united against Cersei.,tyrion lannister
"So, your master plan is to use our armies? Forgive me for asking, but why did you bother to bring your own?",olenna tyrell
The unsullied will have another objective. For decades House Lannister has been the true power in Westeros. And the seat of that power is Casterly Rock. Grey Worm and the Unsullied will sail for the Rock and take it.,tyrion lannister
Do I have your support?,daenerys targaryen
"Thank you all. Lady Olenna, may I speak with you alone?",daenerys targaryen
I realize you're here out of hatred for Cersei and not love for me. But I swear to you she will pay for what she's done and we will bring peace back to Westeros.,daenerys targaryen
"Peace. Do you think that's what we had under your father or his father or his? Peace never lasts, my dear. Would you take a bit of advice from an old woman?",olenna tyrell
"He's a clever man, your Hand. I've known a great many clever men. I've outlived them all. Do you know why? I ignored them. The lords of Westeros are sheep. Are you a sheep? No. You're a dragon. Be a dragon.",olenna tyrell
What are you doing?,jorah mormont
What is it?,jorah mormont
Have you ever done this before?,jorah mormont
"Hello, Hot Pie. Sit down. Who's that for?",arya stark
Mmm. This is good.,arya stark
I didn't do that.,arya stark
One or two.,arya stark
Big lady?,arya stark
She found me.,arya stark
You got any ale?,arya stark
King's Landing.,arya stark
I heard Cersei's queen now.,arya stark
Hmm.,arya stark
Cersei would do that.,arya stark
Why would I go there? The Boltons have it.,arya stark
What?,arya stark
You're lying.,arya stark
Thanks for the pie.,arya stark
Thanks.,arya stark
"Take care of yourself, Hot Pie. Try not to get killed.",arya stark
Come in.,jon snow
This message was sent to me by Samwell Tarley. He was my brother at the Night's Watch. A man I trust as much as anyone in this world. He's discovered proof that Dragonstone sits on a mountain of Dragonglass.,jon snow
I received this a few days ago from Dragonstone. It was sent to me by Tyrion Lannister.,jon snow
"He's now Hand of the Queen to Daenerys Targaryen. She intends to take the Iron Throne from Cersei Lannister. She has a powerful army at her back and if this message is to be believed, three dragons.",jon snow
Lord Tyrion has invited me to Dragonstone to meet with Daenerys and I'm going to accept.,jon snow
"We need this Dragonglass, My Lords. We know that Dragonglass can destroy both White Walkers and their army. We need to mine it and turn it into weapons.",jon snow
"But more importantly, we need allies. The Night King's army grows larger by the day. We can't defeat them on our own. We don't have the numbers. Daenerys has her own army and she has dragon fire. I need to try and persuade her to fight with us. Ser Davos and I will ride for White Harbor tomorrow, then sail for Dragonstone.",jon snow
Have you forgotten what happened to our grandfather? The Mad King invited him to King's Landing and roasted him alive.,sansa stark
I know that.,jon snow
"She is here to reclaim the Iron Throne and the Seven Kingdoms. The north is one of those seven kingdoms. This isn't an invitation, it's a trap.",sansa stark
"It could be, but I don't believe Tyrion would do that. You know him. He's a good man.",jon snow
"You all crowned me your king. I never wanted it, I never asked for it, but I accepted it because the north is my home. It's part of me and I will never stop fighting for it, no matter the odds. But the odds are against us. None of you have seen the Army of the Dead. None of you. We can never hope to defeat them alone. We need allies, powerful allies. I know it's a risk. But I have to take it.",jon snow
Then send an emissary. Don't go yourself.,sansa stark
Daenerys is a queen. Only a king can convince her to help us. It has to be me.,jon snow
You're abandoning your people. Your abandoning your home.,sansa stark
I'm leaving both in good hands.,jon snow
Whose?,sansa stark
"Yours. You are my sister. You are the only Stark in Winterfell. Until I return, the north is yours.",jon snow
I delivered his bones myself. I presented them to Lady Catlyn as a gesture of goodwill from Tyrion Lannister. It seems like a lifetime ago. Do give Lord Tyrion my best when you see him.,petyr baelish
"I was sorry when he died. Your father and I had our differences but he loved Cat very much. So did I. She wasn't fond of you, was she? Well, it appears she vastly underestimated you. Your father and brothers are gone, yet here you stand King in the North. Last best hope against the coming storm.",petyr baelish
You don't belong down here.,jon snow
Forgive me. We have never talked properly. I wanted to remedy that.,petyr baelish
I have nothing to say to you.,jon snow
"Not even thank you? If it weren't for me you'd have been slaughtered at that battlefield. You have many enemies, My King, but I swear to you I'm not one of them. I love Sansa as I loved her mother.",petyr baelish
Touch my sister and I'll kill you myself.,jon snow
Nymeria?,arya stark
"Nymeria, it's me, Arya. I'm heading north, girl, back to Winterfell. I'm finally going home. Come with me.",arya stark
Come with me.,arya stark
That's not you.,arya stark
It's fine.,theon greyjoy
Whatever my queen demands.,theon greyjoy
The bastard of Winterfell.,tyrion lannister
The dwarf of Casterly Rock.,jon snow
I believe we last saw each other on top of the wall.,tyrion lannister
"You were pissing off the edge, if I remember right. You picked up some scars along the road.",jon snow
It's been a long road. But we're both still here.,tyrion lannister
I'm Tyrion Lannister.,tyrion lannister
Davos Seaworth.,davos
and DAVOS shake hands.,tyrion lannister
"Ah, the Onion Knight. We fought on opposite sides at the Battle of Blackwater Bay.",tyrion lannister
Unluckily for me.,davos
Missandei is the queen's most trusted advisor.,tyrion lannister
Of course.,jon snow
Where are you from? I can't place the accent.,davos
Ah. I hear it's beautiful down there. Palm trees and butterflies. I haven't been myself.,davos
This place has changed.,davos
"And Sansa, I hear she's alive and well.",tyrion lannister
She is.,jon snow
Does she miss me terribly?,tyrion lannister
A sham marriage and unconsummated.,tyrion lannister
I didn't ask --,jon snow
"Well, it was. It wasn't. Anyway, she's much smarter than she lets on.",tyrion lannister
She's starting to let on.,jon snow
Good. At some point I want to hear how a Knight's Watch recruit became King in the North.,tyrion lannister
As long as you tell me how a Lannister became Hand to Daenerys Targaryen.,jon snow
"A long and bloody tale. To be honest, I was drunk for most of it.",tyrion lannister
My bannermen think I'm a fool for coming here.,jon snow
"Of course they do. If I was your hand I would have advised against it. General rule of thumb, Stark men don't fare well when they travel south.",tyrion lannister
True. But I'm not a Stark.,jon snow
"I'd say you get used to them, but you never really do.",tyrion lannister
Come. Their mother is waiting for you.,tyrion lannister
I wondered why you weren't there to meet our guests. You begged us to summon the King in the North. Don't you want to see him again?,varys
Strange. You spoke so highly of Jon Snow but when he arrives you hide on a cliff. I didn't take you for a bashful girl.,varys
"Oh, I doubt that. Give us common folk one taste of power we're like the lion who tasted man. Nothing is ever so sweet again.",varys
Why?,varys
So where will you go?,varys
"Good. If you don't mind my saying, I don't think you should return to Westeros. I'm not sure you'd be safe here.",varys
My Lady --,varys
This is Jon Snow.,davos
He's King in the North.,davos
"Thank you for traveling so far, My Lords. I hope the seas weren't too rough.",daenerys targaryen
"The winds were kind, Your Grace.",jon snow
"Apologies. I have a Flea Bottom accent, I know. But Jon Snow is King in the North, Your Grace. He's not a lord.",davos
Forgive me --,daenerys targaryen
"Your Grace, this is Ser Davos Seaworth.",tyrion lannister
"Forgive me, Ser Davos. I never did receive a formal education, but I could have sworn the last King in the North was Torren Stark who bent the knee to my ancestor Aegon Targaryen in exchange for his life and the lives of the northmen. Torren Stark swore fealty to House Targaryen in perpetuity. But do I have my facts wrong?",daenerys targaryen
"I wasn't there, Your Grace.",davos
"No. Of course not. But still, an oath is an oath. In perpetuity means -- what does perpetuity mean, Lord Tyrion?",daenerys targaryen
Forever.,tyrion lannister
"Forever. So I assume, My Lord, that you're here to bend the knee.",daenerys targaryen
I am not.,jon snow
"Oh. Well, that is unfortunate. You've travelled all this way to break faith with House Targaryen?",daenerys targaryen
Break faith? Your father burned my grandfather alive. He burned my uncle alive. He would have burned the Seven Kingdoms.,jon snow
"My father was an evil man. On behalf of House Targaryen I ask your forgiveness for the crimes he committed against your family. And I ask you not to judge a daughter by the sins of her father. Our two houses were allies for centuries. Those were the best centuries the kingdom's ever known. Centuries of peace and prosperity with the Targaryens sitting on the Iron Throne and a Stark serving as Warden of the North. I am the last Targaryen, Jon Snow. Honor the pledge your ancestor made to mine. Bend the knee and I will name you Warden of the North. Together we will save this country from those who would destroy it.",daenerys targaryen
You're right. You're not guilty of your father's crime. And I'm not beholden to my ancestor's vows.,jon snow
Then why are you here?,daenerys targaryen
Because I need your help and you need mine.,jon snow
Did you see three dragons flying overhead when you arrived?,daenerys targaryen
I did.,jon snow
"And did you see the Dothraki, all of whom have sworn to kill for me?",daenerys targaryen
They're hard to miss.,jon snow
"But still, I need your help?",daenerys targaryen
"Not to defeat Cersei. You could storm King's Landing tomorrow and the city would fall. Hell, we almost took it and we didn't even have dragons.",davos
Almost.,tyrion lannister
But you haven't stormed King's Landing. Why not? The only reason I can see is you don't want to kill thousands of innocent people. It's the fastest way to win the war but you won't do it. Which means at the very least you're better than Cersei.,jon snow
"Still, that doesn't explain why I need your help.",daenerys targaryen
"Because right now you and I and Cersei and everyone else, we're children playing at a game screaming that the rules aren't fair.",jon snow
You told me you liked this man.,daenerys targaryen
I do.,tyrion lannister
"In the time since he's met me he's refused to call me queen, he's refused to bow and now he's calling me a child.",daenerys targaryen
I believe he's calling all of us children. Figure of speech.,tyrion lannister
"Your Grace, everone you know will die before winter is over if we don't defeat the enemy to the north.",jon snow
"As far as I can see, you are the enemy to the north.",daenerys targaryen
I am not your enemy. The dead are the enemy.,jon snow
The dead?,daenerys targaryen
Is that another figure of speech?,daenerys targaryen
The Army of the Dead is on the march.,jon snow
The Army of the Dead?,tyrion lannister
"You don't know me well, My Lord, but do you think I am a liar or a madman?",jon snow
"No, I don't think you're either of those things.",tyrion lannister
The Army of the Dead is real. The White Walkers are real. The Knight King is real. I've seen them. If they get past the wall and we're squabbling amongst ourselves --,jon snow
we're finished.,jon snow
I was born at Dragonstone. Not that I can remember it.,daenerys targaryen
"We fled before Robert's assassins could find us. Robert was your father's best friend, no? I wonder if your father knew his best friend sent assassins to murder a baby girl in her crib. Not that it matters now of course. I spent my life in foreign lands. So many men have tried to kill me. I don't remember all of their names. I have been sold like a brood mare. I have been chained and betrayed, raped and defiled. Do you know what kept me standing through all those years in exile? Faith. Not in any gods. Not in myths and legends. In myself. In Daenerys Targaryen. The world hadn't seen a dragon in centuries until my children were born. The Dothraki hadn't crossed the sea. Any sea.",daenerys targaryen
They did for me. I was born to rule the Seven Kingdoms. And I will.,daenerys targaryen
You'll be ruling over a graveyard if we don't defeat the Night King.,jon snow
The war against my sister has already begun. You can't expect us to halt hostilities and join you in fighting --,tyrion lannister
whatever you saw beyond the wall.,tyrion lannister
You don't believe him. I understand that. It sounds like nonsense.,davos
"But if destiny has brough Daenerys Targaryen back to our shores, it has also made Jon Snow King in the North. You were the first to bring Dothraki to Westeros. He was the first to make allies with Wildlings and northmen. He was named Lord Commander of the Night's Watch. He was named King in the North. Not because of his birthright. He has no birthright. He's a damn bastard. All those hard son's of bitches chose him as their leader because they believe in him.",davos
"All those things you don't believe in, he faced those things. He fought those things for the good of his people. He risked his life for his people. He took a knife in the heart for his people. He gave his own --",davos
If we don't put asside our enmities and band together we will die. And then it doesn't matter whose skeleton sits on the Iron Throne.,davos
If it doesn't matter you might as well kneel.,tyrion lannister
Swear your allegiance to Queen Daenerys. Help her to defeat my sister and together our armies will protect the north.,tyrion lannister
There's no time for that. There's no time for any of this. While we stand here debating --,jon snow
It takes no time to bend the knee. Pledge your sword to her cause.,tyrion lannister
And why would I do that?,jon snow
"I mean no offense, Your Grace, but I don't know you. As far as I can tell your claim to the throne rests entirely on your father's name. And my own father fought to overthrow the Mad King. The lords of the north placed their trust in me to lead them. And I will continue to do so as well as I can.",jon snow
"That's fair. It's also fair to point out that I'm the rightful queen of the Seven Kingdoms. By declaring yourself king of the northern most kingdom, you are in open rebellion.",daenerys targaryen
You must forgive my manners. You will both be tired after your long journey. We'll have baths drawn for you and supper sent to your rooms.,daenerys targaryen
Am I your prisoner?,jon snow
Not yet.,daenerys targaryen
Our Iron Born and Dornish allies were attacked on route to Dorne.,varys
And?,daenerys targaryen
Two or three ships escaped. The rest sunk our captured. Ellaria and the sand snakes dead or captured. The Greyjoys are dead or captured.,varys
All of them?,daenerys targaryen
Euron has her.,theon greyjoy
I couldn't save her. I tried.,theon greyjoy
You've proven yourself the greatest captain on the 14 seas and a true friend to the crown.,cersei lannister
And you deserve a proper reward for your heroism.,cersei lannister
You shall have what your heart desires --,cersei lannister
when the war is won.,cersei lannister
"With Euron Greyjoy commanding our naval forces and Jaime Lannister leading our armies, the sons and daugters of Westeros shall defend our country.",cersei lannister
"This same mob spat at my sister not long ago, and if you turn on us, they'll cheer to see your head mounted on a spike.",jaime lannister
Advice?,jaime lannister
"I want you to know I understand. Even though we're enemies, you and I, I understand the fear that drives you. I was there that day when Ser Gregor crushed your lover's head. I close my eyes I can hear the sound of Oberyn's skull breaking.",cersei lannister
"The sound of your scream. I never heard a sound like that. I thought, that's true love. Oberyn looked beautiful that day. He really did. No one moved like him. No one had such skill with a spear. Even Ser Gregor couldn't stop him. If only he hadn't taunted him. He could have walked away and left poor Ser Gregor to die. But that wasn't your lover's way, was it? Now he's burried somewhere. And here Ser Gregor is stronger than ever. That must be difficult for you. When my daughter was taken from me, my only daughter, well, you can't imagine how that feels unless you've lost a child. I fed her at my own breast even though they told me to give her to the wet nurse. I couldn't bear to see her in another woman's arms. I never got to have a mother. But Myrcella did. She was mine and you took her from me. Why did you do that?",cersei lannister
It doesn't matter now.,cersei lannister
"Your daughter is a beauty too. Brown eyes, those lips. A perfect Dornish beauty.",cersei lannister
I imagine she is your favorite.,cersei lannister
"I know, I know, we're not supposed to have favorites. But still, we're only human. We love who we love.",cersei lannister
I'm sorry. I can't understand you. The gag makes it difficult to understand what you're saying. It must be frustrating.,cersei lannister
We all make our choices. You chose to murder my daughter. You must have felt powerful after you made that choice.,cersei lannister
"Do you feel powerful now? I don't sleep very well, not at all really. I lie in bed and I stare at the canopy and imagine ways of killing my enemies. How to destroy Ellaria Sand, the woman who murdered my only daughter. I thought about having Ser Gregor crush your skull the way he did Oberyn's. It would be poetic I suppose but fast. Too fast.",cersei lannister
I thought about having him crush your daughter's skull.,cersei lannister
"She's so beautiful. The thought of this lovely face cracking open like a duck egg, no, it's just not right.",cersei lannister
"Qyburn, he's the cleverest man I know. Clever enough to learn what poison you used to murder Myrcella. The long goodbye, was that it?",cersei lannister
That's the one.,cersei lannister
How long does the poison take?,cersei lannister
But death is certain?,cersei lannister
"Your daughter will die here in this cell. You will be here watching when she does. You will be here the rest of your days. If you refuse to eat we will force food down your throat. You will live to watch your daughter rot, to watch that beautiful face collapse to bone and dust all the while contemplating the choices you've made.",cersei lannister
Make sure the guards change the torches every few hours. I don't want her to miss a thing.,cersei lannister
No.,jaime lannister
Don't.,jaime lannister
What are you doing? No one can see us like this ?,jaime lannister
I am queen of the Seven Kingdoms. I'll do as I please.,cersei lannister
Good. And we'll need fresh sheets for the bed.,cersei lannister
The Iron Bank didn't send you hear to offer condolences.,cersei lannister
The destruction of the Sept of Baelor was a tragic accident.,cersei lannister
The Iron Bank wants its gold back.,cersei lannister
And we both know gold wins wars. Your vaults are empty. Your late husbando s profligacy saw to that.,cersei lannister
And the Iron Bank wants to bet on a winner.,cersei lannister
That's a fancy way of saying bet. The war has already begun. I've drawn first blood. I decapitated the Dornish snake. My armada owns the Narrow Sea.,cersei lannister
Euron Greyjoy is loyal to me.,cersei lannister
"Her dragons might not be as invulnerable as some think. Now, let's talk about the Targaryen girl. You want to invest in her? I'm guessing the Iron Bank invested considerable gold in the slave trade. How are you profits now that Daenerys has freed all the slaves?",cersei lannister
From what I gather she considers herself more of a revolutionary that a monarch. In your experience how do bankers usually fare with revoltionaries?,cersei lannister
The Lannisters owe the Iron Bank quite a lot of money but Lannisters always pay their debts. Do former slaves or Dothraki or dragons?,cersei lannister
Give me a fortnight. Stay in King's Landing as my honored guest and when you return to Braavos I swear to you my debt will be paid in full.,cersei lannister
I came out here to brood over my failure to predict the Greyjoy attack. You're making it difficult. You look a lot better brooding than I do. You make me feel like I'm failing at brooding over failing.,tyrion lannister
I'm a prisoner on this island.,jon snow
"I wouldn't say you're a prisoner on this island. You're free to walk the castle, the beaches, to go wherever you want.",tyrion lannister
Except to my ship. They took my ship.,jon snow
I wouldn't say we took your ship.,tyrion lannister
I'm not playing word games with you. The dead are coming for us all.,jon snow
"Why don't you figure out what to do about my missing fleet and murdered allies, and I'll figure out what to do about your walking dead men.",tyrion lannister
It's hard for me to fathom. It really is. If someone told me about the White Walkers and the Night King --,jon snow
You probably don't believe me.,jon snow
I do actually.,tyrion lannister
You didn't before. Grumpkins and snarks you called them. Do you remember? You said it was all nonsense.,jon snow
"It was all nonsense. Everybody knew it. But then Mormont saw them and you saw them, and I trust the eyes of an honest man more than I trust what everybody knows.",tyrion lannister
How do I convince people who don't know me that an enemey they don't believe in is coming to kill them all?,jon snow
Good question.,tyrion lannister
I know it's a good question. I'm looking for an answer.,jon snow
"People's minds aren't made for problems that large. White Walkers, the Night King, Army of the Dead, it's almost a relief to confront a familiar monster like my sister.",tyrion lannister
I need to help prepare my people for what's coming. I can't help them from here. I'd like to leave.,jon snow
It seems unlikely that you became King in the North by giving up that easily.,tyrion lannister
"Everyone told me to learn from my father's mistakes. Don't go south. Don't answer a summons from the Mad King's daughter, a foreign invader. And here I am. A northern fool.",jon snow
"Children are not their fathers, luckily for all of us. And sometimes there's more to foreign invaders than northern fools that meets the eye. Daenerys could have sailed for Westeros long ago but she didn't. Instead she stayed where she was and saved many people from horrible fates some of whom are on this island with us right now. While you're our guest here you might consider asking them what they think of the Mad King's daughter. She protects people from monsters, just as you do. That's why she came here. And she's not about to head north to fight an enemy she's never seen on a word of a man she doesn't know after a single meeting. That's not a reasonable thing to ask.",tyrion lannister
So do you have anything reasonable to ask?,tyrion lannister
What do you mean?,jon snow
Maybe you are a northern fool. I'm asking if there's something I can do to help you.,tyrion lannister
Dragonglass?,daenerys targaryen
"Yes. Volcanic glass, obsidian. He says you have a tremendous amount of it here.",tyrion lannister
Why are we talking about glass? We just lost two of our allies.,daenerys targaryen
"Which is why I was speaking to Jon Snow, a potential ally.",tyrion lannister
And what does the King in the North want with Dragonglass?,daenerys targaryen
"Apparently it can be turned into weapons that kill White Walkers and their foot soldiers, or stop them, destroy them. I'm unsure of the nomenclature.",tyrion lannister
And what do you think of this Army of the Dead and White Walkers and Night Kings?,daenerys targaryen
"I'd very much like to believe that Jon Snow is wrong, but a wise man once said that you should never believe a thing simply because you want to believe it.",tyrion lannister
Which wise man said this?,daenerys targaryen
I don't remember.,tyrion lannister
Are you trying to present your own statements as ancient wisdom?,daenerys targaryen
"I would never do that...to you. The reason I believe Jon Snow is because he's here. All of his advisors would have told him not to come. I would have told him not to come, yet he's here anyway. You don't have to believe him. Let him mine the Dragonglass. If he's wrong it's worthless. You didn't even know it was here. It's nothing to you. Give him something by giving him nothing. Take a step toward a more productive relationship with a possible ally. Keep him occupied while we focus on the task at hand. Casterly Rock.",tyrion lannister
What was that Ser Davos said about taking a knife in the heart for his people? Did you notice that?,daenerys targaryen
You must allow them their flights of fancy. It's dreary in the north.,tyrion lannister
Amazing thing to see.,jon snow
I named them for my brothers Vicerys and Rhaegon. They're both gone now.,daenerys targaryen
You lost two brothers as well?,daenerys targaryen
People thought dragons were gone forever but here they are. Perhaps we should all be examining what we think we know.,daenerys targaryen
You've been talking to Tyrion?,jon snow
He is my Hand.,daenerys targaryen
He enjoys talking.,jon snow
We all enjoy what we're good at.,daenerys targaryen
I don't.,jon snow
You know I'm not going to let Cersei stay on the Iron Throne.,daenerys targaryen
I never expected that you would.,jon snow
And I haven't changed my mind about which kingdoms belong to the throne.,daenerys targaryen
I haven't either.,jon snow
I will allow you to mine the Dragonglass and forge weapons from it. Any resources or men you need I will provide for you.,daenerys targaryen
Thank you.,jon snow
So you believe me then about the Night King and the Army of the Dead?,jon snow
"You better get to work, Jon Snow.",daenerys targaryen
How much do we have?,sansa stark
What does that mean?,sansa stark
What's the longest winter in the past 100 years?,sansa stark
"You're telling me we don't have enough food, especially not if the armies of the north come back to defend Winterfell.",sansa stark
"We must prepare for that eventuality. Every direction the threat comes from, this is the best place to be. We need to start building up our grain stores with regular shipments from every keep in the north. If we don't use it by winter's end we'll give it back to them, but if the entire north has to flee to Winterfell there won't be enough time to bring wagonloads of grain with them.",sansa stark
"Maester Wolkan, you'll see to it?",sansa stark
Are they covering those breastplates in leather?,sansa stark
"Well, shouldn't they be once the real cold comes?",sansa stark
Command suits you. The northerns are all facing north worried about the threat beyond the wall.,petyr baelish
So they should be.,sansa stark
I know Cersei better than anyone here. If you turn your back on her --,petyr baelish
You don't know Cersei better than anyone here.,sansa stark
I only meant to say --,petyr baelish
"That the woman who murdered my mother, father and brother is dangerous? Thank you for your wise council.",sansa stark
"One of two things will happen. Either the dead will defeat the living, in which case all our troubles come to an end. Or life will win out. And what then?",petyr baelish
"Don't fight in the north or the south. Fight every battle everywhere always in your mind. Everyone is your enemy, everyone is your friend, every possible series of events is happening all at once. Live that way and nothing will surprise you. Everything that happens will be something that you've seen before.",petyr baelish
I wish Jon was here.,sansa stark
Your father's last living true born son. You're Lord of Winterfell.,sansa stark
I don't know what that means.,sansa stark
"Try, please, for me.",sansa stark
How do you know all of this?,sansa stark
I thought you were the three-eyed raven.,sansa stark
Bran --,sansa stark
"I have to go back inside, Bran.",sansa stark
A bit. Less than before.,jorah mormont
I don't know anything about that. I just started feeling better. I assumed it was the rest that did it.,jorah mormont
And the climate.,jorah mormont
How bad is it?,jorah mormont
I surrendered to this sickness the moment I first saw it. I knew it would kill me or I'd kill myself before it could. Daenerys Stormborn convinced me otherwise. The only place for me is with her.,jorah mormont
I owe my life to her and you.,jorah mormont
Perhaps our paths will cross again?,jorah mormont
We need to find Euron Greyjoy's fleet and sink it.,daenerys targaryen
"Your Grace, he's already destroyed a good portion of our fleet. To send our remaining ships after him --",varys
I'm not talking about sending our ships after him.,daenerys targaryen
But you'll have to go yourself. Euron's ships could be anywhere or in more than one place. You'd be flying around the open seas alone for who knows how long.,tyrion lannister
"I wouldn't be alone. I'd have Drogon, Vicerion and Rhaegal. What can anyone do to them?",daenerys targaryen
It's too great a risk. You're too important.,tyrion lannister
What about Casterly Rock?,daenerys targaryen
The Unsullied will be there soon.,varys
A difficult situation. They know we're coming.,varys
Yes. Cersei believes my sole purpose in life is to destroy House Lannister. She will be ready.,tyrion lannister
No one has ever taken the rock.,tyrion lannister
"The Lannister army is still the army my father built. Well trained and well provisioned. 10,000 men at least. They will see us coming.",tyrion lannister
They will be ready.,tyrion lannister
The gates of Casterly Rock are impregnable.,tyrion lannister
The fight up the walls will be hard. We'll be at a disadvantage. Many men will die.,tyrion lannister
"Interesting thing about my father. He built our house up from near ruin. He built our army. He built Casterly Rock as we know it, but he didn't build the sewers. That was beneath him. So he gave the job to the lowest person he could find. Me. He was right. I was low. The company I kept low, women mostly. They weren't welcome at the Rock. Father disapproved of that sort of behavior. I couldn't walk them through the front gates. I couldn't have them in my chambers. So in the process of building the sewers I threw in something for myself.",tyrion lannister
It was a passage that began by the sea and ended beneath one of the main guard towers.,tyrion lannister
"No better place for low pursuits. Casterly Rock, the impregnable fortress.",tyrion lannister
"As a good friend of mine once said, ""give me 10 good men and I'll impregnate the bitch.""",tyrion lannister
And so it begins. They will face the bulk of the Lannister forces. They will be outnumbered. They will have less armor and fewer weapons.,tyrion lannister
"But as my sister's armies fights for her, the Unsullied will be fighting for something greater. They will be fighting for freedom and the person who gave it to them. They will be fighting for you. And that is why they will triump.",tyrion lannister
It's done?,olenna tyrell
It is.,jaime lannister
And now the rains weep for our whores. Did we fight well?,olenna tyrell
I suppose as well as can be expected.,jaime lannister
It was never our forte. Golden roses indeed. Your brother and his new queen thought you would be defending Casterly Rock.,olenna tyrell
"The truth is Casterly Rock isn't worth much anymore. Well, it is to me. My fond childhood memories won't keep Cersei on the throne.",jaime lannister
So you'll just let them take it?,olenna tyrell
"For now. They won't be able to hold it. Euron Greyjoy's navy burned their ships, we emptied the larders before we left. Eventually they'll be forced to abandon their position and march all the way across Westeros.",jaime lannister
"And you took your army, your real army, and went where they weren't?",olenna tyrell
As Robb Stark did to me at Whispering Wood. There are always lessons in failures.,jaime lannister
Yes. You must be very wise by now.,olenna tyrell
My father always said I was a slow learner.,jaime lannister
"If he was so clever why didn't he take Highgarden the moment your gold mines ran dry? I suppose I'll be able to ask him myself soon enough. No more learning from my mistakes, eh? How will you do it? With that sword?",olenna tyrell
"That was Joffrey's sword, wasn't it? Not that he ever used it. What did he call it?",olenna tyrell
Widow's Wail.,jaime lannister
"He really was a cunt, wasn't he? I did unspeakable things to protect my family, or watched them being done on my orders. I never lost a night's sleep over them. They were necessary. And whatever I imagined necessary for the safety of House Tyrell I did. But your sister has done things I wasn't capable of imagining. That was my prize mistake, a failure of imagination. She's a monster, you do know that?",olenna tyrell
"To you, sure. To others as well. But after we've won and there's no one left to oppose us, the people living peaceful in the world she built, do you really think they'll wring their hands over the way she built it?",jaime lannister
You love her. You really do love her. You poor fool. She'll be the end of you.,olenna tyrell
"Possibly. Not much to be gained from discussing it with you though, is there?",jaime lannister
What better person to discuss it with? What better guarantee could you have that the things you say will never leave this room? But perhaps you're right. If she's driven you this far it's gone beyond your control.,olenna tyrell
"Yes, it has.",jaime lannister
She's a disease. I regret my role in spreading it. You will too.,olenna tyrell
I think we're done here.,jaime lannister
How will it happen?,olenna tyrell
Cersei had several ideas. Whipping you through the streets and beheading you in front of the Red Keep. Flaying you alive and hanging you from the walls of King's Landing. I talked her out of those.,jaime lannister
Will there be pain?,olenna tyrell
No. I made sure of that.,jaime lannister
That's good.,olenna tyrell
"I'd hate to die like your son clawing at my neck, foam and bile spilling from my mouth, eyes blood red, skin purple. It must have been horrible for you as a Kingsguard, as a father. It was horrible enough for me. A shocking scene. Not at all what I intended. You see, I'd never seen the posion work before. Tell Cersei. I want her to know it was me.",olenna tyrell
Halt that wagon!,jaime lannister
opens the carriage. It is filled with gold bars and coins. He picks up a large sack and hands it to BRONN.,jaime lannister
You just won the biggest prize in the world. What could you possibly have to be upset about? Come on. You can tell me. Queen of Thorns give you one last prick in the balls before saying goodbye?,bronn
I'll save my confessions for the High Septon.,jaime lannister
There is no more High Septon.,bronn
"No, there isn't, is there?",jaime lannister
There is still the question of my prize.,bronn
is putting a padlock on the wagon bearing the gold. He stops and turns to BRONN.,jaime lannister
That's a lot of money I just gave you.,jaime lannister
